title,variant,price,imgUrl,link,l1,l2,inviteId,modelId,final_1688_link,price judge,update date,itemid,最大价格,tag,共有model数
NATOLI 品牌防震笔记本电脑包，各种尺寸齐全，厚实防水，Eager Laptop Bag T7 系列。,海军蓝，14英寸,3.77,https://cf.shopee.vn/file/vn-11134207-7ras8-m40513lvudm836,http://shopee.vn/product/515748887/22832685193,男士包袋,笔记本电脑包,IVCN202603180033,223611478007,https://detail.1688.com/offer/816387442162.html?spm=a26352.b28411319.offerlist.11.65901e62niLt3A,P1,03-18发布,22832685193,4.32,,4
便携式TSA海关锁，带密码钥匙和钢缆，适用于行李箱、旅行、行李、储物柜、健身房等。,Amarelo，1 件。,7,https://cf.shopee.com.br/file/sg-11134201-7reoe-m8jhivlplo6h49,http://shopee.com.br/product/990887809/23593896305,旅行与行李,旅行配件,IVCN202603180038,219173884836,https://detail.1688.com/offer/711179390476.html?spm=a26352.b28411319.offerlist.6.30ad1e62sqsKwh&cosite=-&tracelog=p4p&_p_isad=1&clickid=88492b6833274263b651b22e49ef0e83&sessionid=519f4682af7dfdbf88a37ddfb9695102,P1,03-18发布,23593896305,15.6,,6
便携式TSA海关锁，带密码钥匙和钢缆，适用于行李箱、旅行、行李、储物柜、健身房等。,橙色，KIT 2 件套。,15.6,https://cf.shopee.com.br/file/sg-11134201-7reoq-m8jhivkvmuj9fb,http://shopee.com.br/product/990887809/23593896305,旅行与行李,旅行配件,IVCN202603180038,219173884837,https://detail.1688.com/offer/814909546117.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i13&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P1,03-18发布,23593896305,15.6,,6
便携式TSA海关锁，带密码钥匙和钢缆，适用于行李箱、旅行、行李、储物柜、健身房等。,颜色随机，2 件装。,14,https://cf.shopee.com.br/file/sg-11134201-7reo5-m8jhivlfm2dtb3,http://shopee.com.br/product/990887809/23593896305,旅行与行李,旅行配件,IVCN202603180038,219173884839,https://detail.1688.com/offer/711179390476.html?spm=a26352.b28411319/2508.0.0.96911e62MLUV2s&cosite=-&tracelog=p4p&_p_isad=1&clickid=3ff508b10ae74a9599b9d483cb9443cf&sessionid=60aee318fe15865f1a071fdcde2a1790,P1,03-18发布,23593896305,15.6,,6
便携式TSA海关锁，带密码钥匙和钢缆，适用于行李箱、旅行、行李、储物柜、健身房等。,关闭，KIT 2 件。,14,https://cf.shopee.com.br/file/sg-11134201-7reoj-m8jhivkbp40yc7,http://shopee.com.br/product/990887809/23593896305,旅行与行李,旅行配件,IVCN202603180038,219173884841,https://detail.1688.com/offer/711179390476.html?spm=a26352.b28411319/2508.0.0.96911e62MLUV2s&cosite=-&tracelog=p4p&_p_isad=1&clickid=3ff508b10ae74a9599b9d483cb9443cf&sessionid=60aee318fe15865f1a071fdcde2a1790,P1,03-18发布,23593896305,15.6,,6
便携式TSA海关锁，带密码钥匙和钢缆，适用于行李箱、旅行、行李、储物柜、健身房等。,蓝色，KIT 2 件套。,14,https://cf.shopee.com.br/file/sg-11134201-7renx-m8jhivj7qopz40,http://shopee.com.br/product/990887809/23593896305,旅行与行李,旅行配件,IVCN202603180038,219173884842,https://detail.1688.com/offer/711179390476.html?spm=a26352.b28411319.offerlist.6.30ad1e62sqsKwh&cosite=-&tracelog=p4p&_p_isad=1&clickid=88492b6833274263b651b22e49ef0e83&sessionid=519f4682af7dfdbf88a37ddfb9695102,P1,03-18发布,23593896305,15.6,,6
便携式TSA海关锁，带密码钥匙和钢缆，适用于行李箱、旅行、行李、储物柜、健身房等。,Amarelo，KIT 2 件套。,15.6,https://cf.shopee.com.br/file/sg-11134201-7reoe-m8jhivlplo6h49,http://shopee.com.br/product/990887809/23593896305,旅行与行李,旅行配件,IVCN202603180038,219173884843,https://detail.1688.com/offer/814909546117.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i13&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P1,03-18发布,23593896305,15.6,,6
【泰国现货】TSA海关锁行李带，带密码锁的打包带，采用汽车安全带材料制成。,蓝色 [TSA],3.45,https://cf.shopee.co.th/file/cn-11134207-7r98o-luuk649tim8u33,http://shopee.co.th/product/1043509864/23451248631,旅行与行李,旅行配件,IVCN202603180045,109036870955,https://detail.1688.com/offer/721006265867.html?,P1,03-18发布,23451248631,14.14,,5
【泰国现货】TSA海关锁行李带，带密码锁的打包带，采用汽车安全带材料制成。,橙子,3.49,https://cf.shopee.co.th/file/cn-11134207-7ras8-m7hoigm771luff,http://shopee.co.th/product/1043509864/23451248631,旅行与行李,旅行配件,IVCN202603180045,205894240993,https://detail.1688.com/offer/721006265867.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P1,03-18发布,23451248631,14.14,,5
【泰国现货】TSA海关锁行李带，带密码锁的打包带，采用汽车安全带材料制成。,橙色 [TSA],14.14,https://cf.shopee.co.th/file/cn-11134207-7ras8-m7hoigq31cfi88,http://shopee.co.th/product/1043509864/23451248631,旅行与行李,旅行配件,IVCN202603180045,205894240995,https://detail.1688.com/offer/721006265867.html?,P1,03-18发布,23451248631,14.14,,5
【泰国现货】TSA海关锁行李带，带密码锁的打包带，采用汽车安全带材料制成。,浅蓝色,3.5,https://cf.shopee.co.th/file/cn-11134207-7r98o-luuk649u53bycd,http://shopee.co.th/product/1043509864/23451248631,旅行与行李,旅行配件,IVCN202603180045,231911171468,https://detail.1688.com/offer/721006265867.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P1,03-18发布,23451248631,14.14,,5
【泰国现货】TSA海关锁行李带，带密码锁的打包带，采用汽车安全带材料制成。,卡其色,3.5,https://cf.shopee.co.th/file/cn-11134207-7r98o-luuk649u6hwebe,http://shopee.co.th/product/1043509864/23451248631,旅行与行李,旅行配件,IVCN202603180045,231911171469,https://detail.1688.com/offer/721006265867.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P1,03-18发布,23451248631,14.14,,5
20毫米挂锁，适用于行李箱、包袋、储物柜 - 卡片,12个单位,23.77,https://cf.shopee.com.br/file/sg-11134201-821dc-mgo7lcsljgng90,http://shopee.com.br/product/1325803638/58200337698,旅行与行李,旅行配件,IVCN202603180051,119871064529,https://detail.1688.com/offer/857124266499.html?spm=a26352.b28411319/2508.0.0,P1,03-18发布,58200337698,23.77,,1
【全包装盒+纸袋】Pedro 高级男士横款折叠钱包，多隔层设计,普通纸盒+袋子,3.8,https://cf.shopee.vn/file/5cfcefa6e68cd0033059dce94bc54d7e,http://shopee.vn/product/227933470/10180184444,男士包袋,钱包,IVCN202603180053,141284595972,https://detail.1688.com/offer/727460410775.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i8&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,P1,03-18发布,10180184444,9.02,,6
【全包装盒+纸袋】Pedro 高级男士横款折叠钱包，多隔层设计,1 条横条纹 + 盒子 + 袋子,3.5,https://cf.shopee.vn/file/vn-11134207-81ztc-mkoy2hyzx7nra4,http://shopee.vn/product/227933470/10180184444,男士包袋,钱包,IVCN202603180053,141284595975,https://detail.1688.com/offer/616127710323.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i9&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,P1,03-18发布,10180184444,9.02,,6
【全包装盒+纸袋】Pedro 高级男士横款折叠钱包，多隔层设计,2 条横条纹 + 盒子 + 袋子,8.87,https://cf.shopee.vn/file/9f0d9e028d850dac1a6f7a688e1e1172,http://shopee.vn/product/227933470/10180184444,男士包袋,钱包,IVCN202603180053,141284595976,https://detail.1688.com/offer/984363445625.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i8&source=action%23offerItem%3Borigin%23cf.shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,P1,03-18发布,10180184444,9.02,,6
【全包装盒+纸袋】Pedro 高级男士横款折叠钱包，多隔层设计,戴奇思真皮钱包+盒子,5.88,https://cf.shopee.vn/file/074e17ea841fae9197eb3a8f9dc803f8,http://shopee.vn/product/227933470/10180184444,男士包袋,钱包,IVCN202603180053,160606104351,"https://detail.1688.com/offer/566129316532.html?spm=a26352.13672862.offerlist.43.2f1b1e62q6enOX&cosite=-&tracelog=p4p&_p_isad=1&clickid=17a300ae369a44feae101c093c9937bc&sessionid=aec213feb9245bb7b04e03f5df21fa29
https://detail.1688.com/offer/976728771235.html?spm=a26352.b28411319.offerlist.6.47931e62piJssn",P1,03-18发布,10180184444,9.02,,6
【全包装盒+纸袋】Pedro 高级男士横款折叠钱包，多隔层设计,白色条纹 + 盒子包,9.02,https://cf.shopee.vn/file/31a56e8eca4fa0c7cd912e019af43961,http://shopee.vn/product/227933470/10180184444,男士包袋,钱包,IVCN202603180053,164293955041,https://detail.1688.com/offer/984363445625.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i8&source=action%23offerItem%3Borigin%23cf.shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,P1,03-18发布,10180184444,9.02,,6
【全包装盒+纸袋】Pedro 高级男士横款折叠钱包，多隔层设计,佩德罗盒子包,8.05,https://cf.shopee.vn/file/sg-11134201-22110-15lqcn4yt2jv77,http://shopee.vn/product/227933470/10180184444,男士包袋,钱包,IVCN202603180053,59019670087,https://detail.1688.com/offer/715365412618.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,P1,03-18发布,10180184444,9.02,,6
CEMMERY 本地品牌正品翻盖迷你包 PVC 皮革斜挎包，适用于 Promax 手机，7 种颜色可选,棕色的,29.86,https://cf.shopee.vn/file/vn-11134207-820l4-mh02p6641gy1b2,http://shopee.vn/product/312488479/57100481619,男士包袋,斜挎包和单肩包,IVCN202603180060,420043128886,https://detail.1688.com/offer/872182490232.html?spm=a26352.b28411319/2508.0.0,P1,03-18发布,57100481619,33,,7
CEMMERY 本地品牌正品翻盖迷你包 PVC 皮革斜挎包，适用于 Promax 手机，7 种颜色可选,奶油,33,https://cf.shopee.vn/file/vn-11134207-820l4-mh02p987kmx58b,http://shopee.vn/product/312488479/57100481619,男士包袋,斜挎包和单肩包,IVCN202603180060,420043128887,https://detail.1688.com/offer/872182490232.html?spm=a26352.b28411319/2508.0.0,P1,03-18发布,57100481619,33,,7
CEMMERY 本地品牌正品翻盖迷你包 PVC 皮革斜挎包，适用于 Promax 手机，7 种颜色可选,红色的,31.05,https://cf.shopee.vn/file/vn-11134207-820l4-mh02pgu8q13h0b,http://shopee.vn/product/312488479/57100481619,男士包袋,斜挎包和单肩包,IVCN202603180060,420043128888,https://detail.1688.com/offer/872182490232.html?spm=a26352.b28411319/2508.0.0,P1,03-18发布,57100481619,33,,7
CEMMERY 本地品牌正品翻盖迷你包 PVC 皮革斜挎包，适用于 Promax 手机，7 种颜色可选,黑色的,31.52,https://cf.shopee.vn/file/vn-11134207-820l4-mh02pjcrte6la0,http://shopee.vn/product/312488479/57100481619,男士包袋,斜挎包和单肩包,IVCN202603180060,420043128889,https://detail.1688.com/offer/872182490232.html?spm=a26352.b28411319/2508.0.0,P1,03-18发布,57100481619,33,,7
CEMMERY 本地品牌正品翻盖迷你包 PVC 皮革斜挎包，适用于 Promax 手机，7 种颜色可选,全灰色,31.26,https://cf.shopee.vn/file/vn-11134207-820l4-mh02pr0192xa60,http://shopee.vn/product/312488479/57100481619,男士包袋,斜挎包和单肩包,IVCN202603180060,420043128890,https://detail.1688.com/offer/872182490232.html?spm=a26352.b28411319/2508.0.0,P1,03-18发布,57100481619,33,,7
CEMMERY 本地品牌正品翻盖迷你包 PVC 皮革斜挎包，适用于 Promax 手机，7 种颜色可选,全红,31.86,https://cf.shopee.vn/file/vn-11134207-820l4-mh02plzbl91mde,http://shopee.vn/product/312488479/57100481619,男士包袋,斜挎包和单肩包,IVCN202603180060,420043128891,https://detail.1688.com/offer/872182490232.html?spm=a26352.b28411319/2508.0.0,P1,03-18发布,57100481619,33,,7
CEMMERY 本地品牌正品翻盖迷你包 PVC 皮革斜挎包，适用于 Promax 手机，7 种颜色可选,全黑,30.86,https://cf.shopee.vn/file/vn-11134207-820l4-mh02pvh4ybri4c,http://shopee.vn/product/312488479/57100481619,男士包袋,斜挎包和单肩包,IVCN202603180060,420043128892,https://detail.1688.com/offer/872182490232.html?spm=a26352.b28411319/2508.0.0,P1,03-18发布,57100481619,33,,7
【含礼盒】MANDU 高级男士钱包，全包装，多隔层，便捷优雅 HC5302-010,5302 海军,8.83,https://cf.shopee.vn/file/vn-11134207-820l4-mhcp0be0skr14f,http://shopee.vn/product/11415016/29017841588,男士包袋,钱包,IVCN202603180068,237407795445,https://detail.1688.com/offer/729129949814.html?spm=a26352.b28411319.offerlist.1.919f1e622AMtJw&cosite=-&tracelog=p4p&_p_isad=1&clickid=2c74c04fa2c444548703c2deb889a87f&sessionid=2be87bcfba5da0bd7dd1f9eb5d712b12,P1,03-18发布,29017841588,14.41,,5
【含礼盒】MANDU 高级男士钱包，全包装，多隔层，便捷优雅 HC5302-010,5302 布朗,8.15,https://cf.shopee.vn/file/vn-11134207-820l4-mhcp0f548wss36,http://shopee.vn/product/11415016/29017841588,男士包袋,钱包,IVCN202603180068,252951577950,https://detail.1688.com/offer/729129949814.html?spm=a26352.b28411319.offerlist.1.919f1e622AMtJw&cosite=-&tracelog=p4p&_p_isad=1&clickid=2c74c04fa2c444548703c2deb889a87f&sessionid=2be87bcfba5da0bd7dd1f9eb5d712b12,P1,03-18发布,29017841588,14.41,,5
【含礼盒】MANDU 高级男士钱包，全包装，多隔层，便捷优雅 HC5302-010,5303 黑色,8.46,https://cf.shopee.vn/file/vn-11134207-820l4-mhcozv0dtoun8b,http://shopee.vn/product/11415016/29017841588,男士包袋,钱包,IVCN202603180068,295725118490,https://detail.1688.com/offer/729698731278.html?,P1,03-18发布,29017841588,14.41,,5
【含礼盒】MANDU 高级男士钱包，全包装，多隔层，便捷优雅 HC5302-010,5303 海军,10.73,https://cf.shopee.vn/file/vn-11134207-820l4-mhcp00bck8i41c,http://shopee.vn/product/11415016/29017841588,男士包袋,钱包,IVCN202603180068,295725118491,https://detail.1688.com/offer/739664405195.html?spm=a26352.b28411319.offerlist.11.50591e620thvrZ,P1,03-18发布,29017841588,14.41,,5
